What is a keyword that associates an identifier with a value or function	let
What does <i>type-params</i>&nbsp;describe in a class definition?	<i>Type-params</i>&nbsp;describes optional generic type parameters. It consists of type parameter names and constraints enclosed by angle (&lt; and &gt;).&nbsp;
What is the default visibility of a class?	The default visibility of a class is public.&nbsp;
What does the first <i>access-modifier </i>apply to in a class definition?	The first <i>access-modifier </i>applies to the type.&nbsp;
What does the second <i>access-modifier</i>&nbsp;apply to in the definition of a class?	The second <i>access-modifier</i>&nbsp;applies to the primary constructor.&nbsp;
What keyword specifies the base for a class?	The inherit keyword specifies the base for a class.&nbsp;
When a class inherits from a base, what three things must one do for the base constructor?	Call the base constructor with arguments, wrapped in parentheses.&nbsp;
In a class definition what does the <i>member-list </i>consist of?	The <i>member-list</i>&nbsp;consists of additional constructors, instance and static method declarations, interface declarations, abstract bindings and property and event declarations.&nbsp;
What is the optional as keyword in a class definition used for?	The as keyword is used with an identifier to give the name to the instance variable, or self-identifier which can be used in the type definition to refer to the instance of the type.&nbsp;
What do the keywords class and end do?	They optionally mark the start and end of a class definition.&nbsp;
What keyword allows the definition of mutually recursive types?	The and keyword allows for the definition of mutually recursive types.&nbsp;
What is the difference in how F# class constructors work and other .NET languages?	F# classes always have a primary constructor whose arguments are described in the <i>parameter-list</i>&nbsp;that follows the type name and whose body consists of let/let rec bindings at the start of the class declaration and the do bindings that follow.&nbsp;
Where are the arguments of the class primary constructor in scope?	The arguments of the primary constructor are in scope throughout the class declaration.&nbsp;
What does the body of a class primary constructor consist of?	The body of a class primary constructor consists of let/let rec bindings and do bindings that follow.&nbsp;
How do you add additional constructors to a class?	You can add additional constructors to a class using the new keyword.&nbsp;
What must the body of a new class constructor invoke?	The body of a new constructor must invoke the primary constructor.&nbsp;
What is the following code doing?<div>type MyClass1(x: int, y: int) =</div><div>&nbsp; &nbsp; new() = MyClass1(0, 0)</div>	This is an additional constructor invoking the primary constructor.&nbsp;
When do let and do bindings run when within a class definition?	Let and do bindings in a class definition run whenever a class instance is created.&nbsp;
In a class definition, what is a let binding that is a function compiled into?	A let binding that is a function is compiled into a member.&nbsp;
In a class definition, what is a let binding that is a value compiled into?	If a let binding is a value that is not used in any function or member it is compiled into a variable local to the constructor.&nbsp;
What is a type abbreviation?	A type abbreviation is an alias or alternate name for a type. ex. type sizeType = uint32
What is the syntax for type abbreviation?	type type-abbreviation = type-name
What are the uses of type abbreviations?	You can use type abbreviations to give a type a more meaningful name for readability, or an easy to use name for a type that's otherwise difficult to write out.&nbsp;
How are type abbreviations compiled?	They aren't preserved in the .NET Framework MSIL - so if you call an F# assembly from another .NET Framework language you'll have to use the underlying type.&nbsp;
What is the following:&nbsp;<div>type transform&lt;'a&gt; = 'a -&gt; 'a</div>	Transform is a type abbreviation that represents a function that takes a single argument of any type and returns a single value of that same type.&nbsp;
With respect to syntax, what do square brackets around a production symbolize?	Square brackets symbolize an optional production.&nbsp;
With respect to syntax, what do literal productions symbolize?	A literal production symbolizes a required production within the larger construct.&nbsp;
Define Symbol or Operator: !	1. Dereferences a reference cell<div>2. After keyword, invokes modified control within a workflow</div>
Define Symbol or Operator:&nbsp;!=	Doesn't exist - use &lt;&gt; for inequality operations
Define Symbol or Operator:&nbsp;''	Delimits a text string
Define Symbol or Operator:&nbsp;"""	Delimits a verbatim string. Differs from @ because it allows you to included double quotes without escaping.&nbsp;
Define Symbol or Operator:&nbsp;#	1. Compiler directive ex. #light, #if symbol #else<div>2. When used on a type, indicates a flexible type, which refers to a type or any one of its derived types</div>
Define Symbol or Operator:&nbsp;$	Used internally for compiler-generated symbol names
Define Symbol or Operator:&nbsp;%	1. Modulus<div>2. Code quotation splicing operations</div>
Define Symbol or Operator:&nbsp;%?	Computes modulus when right side is nullable type.&nbsp;
Define Symbol or Operator:&nbsp;&amp;	1. Computes address of mutable value - for use in language interop<div>2. Used in AND patterns</div>
Define Symbol or Operator:&nbsp;&amp;&amp;	Boolean AND
Define Symbol or Operator:&nbsp;&amp;&amp;&amp;	Bitwise AND
Define Symbol or Operator:&nbsp;'	1. Delimits single character literal<div>2. Indicates generic type parameter</div>
Define Symbol or Operator:&nbsp;``..``	Delimits an identifier that would otherwise not be a legal identifier, such as a language keyword.&nbsp;
Define Symbol or Operator:&nbsp;()	Represents the single value of the unit type.&nbsp;
Define Symbol or Operator:&nbsp;(...)	1. Indicates the order in which expressions are evaluated<div>2. Delimits a tuple</div><div>3. Used in operator definitions</div>
Define Symbol or Operator:&nbsp;(*...*)	Multiline comments
Define Symbol or Operator:&nbsp;(|...|)	Single case active pattern - aka banana clips
Define Symbol or Operator:&nbsp;*	1. As binary operator: multiplies left and right<div>2. In types, indicates pairing in a tuple</div><div>3. Used in units of measure types</div>
Define Symbol or Operator:&nbsp;*?	Multiplies the left and right sides when the right side is a nullable type.&nbsp;
Define Symbol or Operator:&nbsp;**	Exponentiation (x ** y)
Define Symbol or Operator:&nbsp;+	1. Binary: Adds left and right sides<div>2. Unary: indicates positive quantity</div>
Define Symbol or Operator:&nbsp;+?	Adds right and left sides where right side is nullable type
Define Symbol or Operator:&nbsp;,	1. Separates elements of a tuple<div>2. Separates elements of type parameters</div>
Define Symbol or Operator: -&gt;&nbsp;	1. In functions, delimits arguments and return values<div>2. Yields an expression in sequence expressions (replaces do yield)</div><div>3. Used in match expressions</div>
Define Symbol or Operator: .	1. Member access. Separates individual names from fully qualified name.&nbsp;<div>2. Specifies a decimal point for floats</div>
Define Symbol or Operator: ..	Range operator.&nbsp;
Define Symbol or Operator: .. ..&nbsp;	Range operator with increment. ex. start..step..stop
Define Symbol or Operator: .[...]	Accesses an array element
Define Symbol or Operator: /	1. Division, divides numerator from denominator<div>2. Used in units of measure types</div>
Define Symbol or Operator: /?	Division when right side is nullable type
Define Symbol or Operator: //	Single line comment
Define Symbol or Operator: ///	XML Comment - fully supported, just not autocompleted by entry of the triple-slash by IDE
Define Symbol or Operator: :	In a type annotation, separates a parameter or member name from its type
Define Symbol or Operator: ::	1. Creates a list. Element on left is added to list on right.&nbsp;<div>2. Used in pattern matching to separate parts of a list.&nbsp;</div>
Define Symbol or Operator: :=	Assigns a value to a reference cell
Define Symbol or Operator: :&gt;	Converts a type to a type that is higher in the hierarchy
Define Symbol or Operator: :?	Type Test Operator: Returns true if the value matches the specified type, otherwise returns false
Define Symbol or Operator: :?&gt;	Converts a type to a type that is lower in the hierarchy
Define Symbol or Operator: ;	1. Separates expressions (in verbose syntax)<div>2. Separates elements of a list</div><div>3. Separates fields of a record</div>
Define Symbol or Operator: &lt;	Less than
Define Symbol or Operator: &lt;?	Less than when right side is nullable type
Define Symbol or Operator: &lt;&lt;	Backward Composition Operator: Composes functions in reverse order.&nbsp;
Define Symbol or Operator: &lt;&lt;&lt;	Shifts bits in the quantity on the left side to the left by the number of bits specified on the right side.&nbsp;
Define Symbol or Operator: &lt;-	Mutation: Assigns value to a variable
Define Symbol or Operator: &lt;...&gt;	Delimits type parameters
Define Symbol or Operator: &lt;&gt;	Not equals
Define Symbol or Operator: &lt;&gt;?	Not equals when right side is nullable type.&nbsp;
Define Symbol or Operator: &lt;=	Less than or equal
Define Symbol or Operator: &lt;=?	Less than or equal with nullable type on right side
Define Symbol or Operator: &lt;|	Backward pipe: passes the result of the expression on the right to the function on the left side.&nbsp;
Define Symbol or Operator: &lt;||	Passes the tuple of two arguments on the right side to the function on the left side.&nbsp;
Define Symbol or Operator: &lt;|||	Passes the tuple of three arguments on the right side to the function on the left side.&nbsp;
Define Symbol or Operator: &lt;@...@&gt;	Delimits a typed code quotation
Define Symbol or Operator: &lt;@@...@@&gt;	Delimits an untyped code quotation
Define Symbol or Operator: =	Equality operator
Define Symbol or Operator: =?	Equality operator when right side is nullable type.&nbsp;
Define Symbol or Operator: ==	Not in the language - use = for equality operations
Define Symbol or Operator: &gt;	Greater than
Define Symbol or Operator: &gt;?	Greater than when right side is nullable type.&nbsp;
Define Symbol or Operator: &gt;&gt;	Forward Composition Operator: Composes two functions
Define Symbol or Operator: &gt;&gt;&gt;	Shifts bits in the quantity on the left side to the right by the number of places specified on the right side
Define Symbol or Operator: &gt;=	Greater than or equal
Define Symbol or Operator: ?	1. Specifies an optional argument<div>2. Used as an operator for dynamic method and property calls. Provide your own implementation.&nbsp;</div>
Define Symbol or Operator: @	1. Concatenates two lists<div>2. When placed before a string literal it indicates that the string will be interpreted verbatim - ie. no interpretation of escape characters.&nbsp;</div>
Define Symbol or Operator: [...]	Delimits elements of a list
Define Symbol or Operator: [|...|]	Delimits elements of an array
Define Symbol or Operator: [&lt;...&gt;]	Delimits an attribute
Define Symbol or Operator: \	Escapes next character in string literal
Define Symbol or Operator: ^	1. Specifies static type parameter resolved at compile rather than runtime<div>2. Concatenates strings</div>
Define Symbol or Operator: ^^^	Computes bitwise exclusive OR operation
Define Symbol or Operator: _	1. Wildcard pattern<div>2. Specifies an anonymous generic parameter</div>
Define Symbol or Operator: `	Used internally to indicate a generic type parameter
Define Symbol or Operator: {...}	1. Delimits a squence of expressions and computation expressions<div>2. Used in record definitions</div>
Define Symbol or Operator: |	Delimits individual match cases, individual discriminated union cases and enumeration values.&nbsp;
Define Symbol or Operator: ||	Boolean OR
Define Symbol or Operator: |||	Bitwise OR
Define Symbol or Operator: |&gt;	Forward Pipe Operator: Passes the result of the left side to the function on the right side.&nbsp;
Define Symbol or Operator: ||&gt;	Passes the tuple of two arguments on the left side to the function on the right side.&nbsp;
Define Symbol or Operator: |||&gt;	Passes the tuple of three arguments on the left side to the function on the right side.&nbsp;
Define Symbol or Operator: ~~	Used to declare an overload for the unary negation operator
Define Symbol or Operator: ~~~	Computes bitwise NOT&nbsp;
Define Symbol or Operator: ~-	Used to declare an overload for the unary minus operator.&nbsp;
Define Symbol or Operator: ~+	Used to declare an overload to the unary plus operator.
What is the type provider mechanism primarily designed for injecting?	Stable <i>data</i>&nbsp;and <i>services</i>&nbsp;information spaces into the F# programming experience.&nbsp;
What are <i>code quotations</i>&nbsp;as a language feature?	<i>Code quotations</i>&nbsp;are a language feature that enables you to generate and work with F# code expressions programmatically.&nbsp;
What do code quotations specifically generate that are then manipulated?	Code quotations generate abstract syntax trees which can then be traversed and processed.&nbsp;
What is an example of why a code expression generated abstract syntax tree would be traversed?	You could traverse the tree to generate F# code or generate code in some other language.&nbsp;
What is a <i>quoted expression</i>?	A <i>quoted expression</i>&nbsp;is an F# expression in your code that is delimited in such a way that it is not compiled as part of your program but instead compiled into an object that represents an F# expression.&nbsp;
What are the two ways you can mark a <i>quoted expression?</i>	You can either mark a <i>quoted expression </i>with or without type information. &lt;@...@&gt; or &lt;@@...@@&gt;
What type of quoted expression is this:&nbsp;<div>let expr : Expr&lt;int&gt; = &lt;@ 1 + 1 @&gt;</div>	This is a typed quoted expression.&nbsp;
What type of quoted expression is this:&nbsp;<div>let expr : Expr = &lt;@@ 1 + 1 @@&gt;</div>	This is an untyped quoted expression.&nbsp;
To use code quotations which namespace must be opened?	open Microsoft.FSharp.Quotations
What makes traversing a large expression tree built by code expressions faster?	Traversing a large expression tree is faster if you do not include type information.&nbsp;
What is the resulting type of an expression quoted with the typed symbols?	The resulting type is Expr&lt;'a&gt; where 'a is determined by F# type inference.&nbsp;
What is the resulting type of a quoted expression without type information?	The resulting type of an untyped quoted expression is the non-generic type Expr.&nbsp;
How do you get the untyped Expr from a typed Expr?	By calling the Raw property on Expr&lt;'a&gt;
A valid code quotation creates an expression with what property?	A valid code quotation creates an expression that is <i>complete</i>.&nbsp;<div>Invalid: &lt;@ let f x = x + 1 @&gt;</div><div>Valid: &lt;@ let f x = x + 1 in f 10 @&gt;</div>
How valid is this code quotation?<div>&lt;@ let name x = x + "foo" @&gt;</div>	Invalid, the code quotation does not create a complete expression.&nbsp;
How valid is this code quotation?<div>&lt;@ let name x = x + "bar" in name "ba" @&gt;</div>	Valid, the code quotation creates a complete expression.
What provides a variety of methods to generate F# expression objects programmatically without using quoted expressions?	The Expr class has many static methods for generating quoted expressions programmatically.&nbsp;
What's a powerful technique to read through the abstract syntax tree generated by a code quotation?	Active Patterns are a powerful technique and many are provided in Microsoft.FSharp.Quotations.Patterns | DerivedPatterns
What is the syntax for a complete active pattern definition?	let (|identifier1|identifier2|...|identifier7|) [ arguments ] = expression
What is the syntax for a partial active pattern definition?	let (|identifier|_|) [ arguments ] = expression
What do the identifiers of a complete active pattern represent?	The identifiers to a complete active pattern represent names for subsets of the set of all values of the arguments.&nbsp;
What does the expression of a complete active pattern do?	The expression for a complete active pattern describes the form into which to decompose the data.&nbsp;
What is the name of a function created by a let binding with banana clips?	A function created by a let binding with banana clips is known as an <i>active recognizer</i>.&nbsp;
What is the definition of (|RGB|) here?<div>let printRGB (col: System.Drawing.Color) =&nbsp;</div><div>match col with</div><div>| RGB(r,g,b) -&gt; printfn " r: %d g: %d b: %d" r g b</div>	let (|RGB|) (col : System.Drawing.Color) =&nbsp;<div>&nbsp; &nbsp; (col.R, col.G, col.B)</div>
How many arguments do active patterns always take?	They always take at least one argument - for the item being matched.&nbsp;
What is a much more abstract way to traverse an F# expression tree than Quotations.Patterns or DerivedPatterns?	Microsoft.FSharp.Quotations.ExprShape allows you to match across shapes such as ShapeVar, ShapeLambda or ShapeCombination.&nbsp;
What are the splicing operators % and %% about?	The splicing operators allow one to splice typed and untyped information straight into a code expression - particularly useful for splicing in values returned from an active pattern match expression.&nbsp;
What is an erased type?	A type that when used is "erased" to type obj and all uses of the type will appear as type obj in compiled code.&nbsp;
What is used to subvert type erasure?	With all uses of type erasure, you can use explicit boxing and unboxing and casting to subvert the erased types.&nbsp;
What could result from subverting an erased type by casting?	A cast exception may result when attempting to cast to an invalid type from an erased type.&nbsp;
An erased type has which .NET type?	None, an erased type has no real .NET type. This means you can't do accurate reflection over the type.&nbsp;
Can you define erased types in F#?	No, you can't define erased types in F# itself - only provided types may be erased.&nbsp;
What is the exact opposite operation of type erasure?	Type inference is the exact opposite operation of type erasure.&nbsp;
An implicitly typed term is well-typed iff what?	An implicitly typed term is well-typed iff it is the erasure of a well-typed explicitly typed lambda term.&nbsp;
What is the compile-time process of type erasure?	Type erasure is the compile-time process by which explicit type annotations are removed from a program.&nbsp;
At runtime what is one thing not possible on an erased type?	Accurate reflection is not possible on an erased type since it has no real .NET type.&nbsp;
When is no representation for an erased provided type required?	When the erased provided type contains only static properties and members - and no constructors or anything instance related.&nbsp;
What are the representations of a provided type?	The set of possible objects for an erased provided type are called its representations.&nbsp;
What is the erasure of a provided type with respect to compiled .NET code?	The erasure of a provided type is how the type appears in compiled .NET code.&nbsp;
What is the erasure of a provided type with respect to the object hierarchy?	The erasure of a provided class type is always the first non-erased base type in the inheritance chain of the type.&nbsp;
What is the erasure of a provided type when the provided type is an interface?	The erasure of a provided erased interface type is always Object.&nbsp;
All representations of a provided type must be compatible with what?	All representations of a provided type must be compatible with the erasure of the provided type.&nbsp;
When you establish a provided type with ProvidedTypeDefinition what does baseType specify?	The baseType parameter specifies what the provided type erasure will be - aka what the provided type will look like in compiled code.&nbsp;
What is this code specifying with respect to representation of provided objects?<div><br /></div><div><div>&nbsp;ProvidedConstructor(parameters = [],&nbsp;</div><div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;InvokeCode= (fun args -&gt; &lt;@@ (new List&lt;string&gt;()) :&gt; obj @@&gt;))</div></div>	This code is specifying a representation of provided objects in terms of a list of strings.&nbsp;
What is the following specifying with respect to provided type representations?<div><br /></div><div>type InternalData() =&nbsp;</div><div>&nbsp; &nbsp;let data = List&lt;string&gt;()</div><div>&nbsp; &nbsp;member x.RuntimeCall() = data.Count</div><div><br /></div><div>ProvidedConstructor(parameters = [],</div><div>&nbsp; &nbsp;InvokeCode = (fun args -&gt; &lt;@@ (new InternalData()) :&gt; obj @@&gt;))&nbsp;</div>	InternalData is defined in the type provider and is used at runtime to form the representation along with one or more runtime operations. Provided members can then construct instances of this object type.&nbsp;
Can you use a type provider defined type as the type erasure for a provided type?	Yes, you can use a type you have defined as the baseType when constructing the&nbsp;<div>ProvidedTypeDefinition(..., baseType = Some typeof&lt;InternalData&gt; )</div><div>...</div><div>ProvidedConstructor(..., InvokeCode = (fun args -&gt; &lt;@@ new InternalData() @@&gt;, ...)</div>
Define keyword: abstract	Indicates a method that has either no implementation in the type in which it is declared or that it is virtual and has a default implementation.&nbsp;
Define keyword: and	Used to create mutally recursive bindings, in property declarations and with multiple constraints on generic parameters.&nbsp;
Define keyword: as	1. Optionally used to give a name to the self-identifier in a class<div>2. Used to give a name to a whole pattern within a pattern match. ex. (a, b) as tuple1</div>
Define keyword:&nbsp;assert	Used to verify code during debugging
Define keyword:&nbsp;base	Used by derived classes to refer to the parent class.&nbsp;
Define keyword:&nbsp;begin	In verbose syntax indicates start of a code block.&nbsp;
Define keyword:&nbsp;class	In verbose syntax indicates start of a class.&nbsp;
Define keyword:&nbsp;default	1. Indicates an implementation of an abstract method<div>2. Used together with an abstract method declaration to create a virtual method.&nbsp;</div>
Define keyword:&nbsp;delegate	Used to declare a delegate
Define keyword: do	1. Looping constructs<div>2. Execute expression returning unit</div>
Define keyword:&nbsp;done	In verbose, indicates end of a block of code in a looping expression.&nbsp;
Define keyword:&nbsp;downcast	Convert type to one that is lower in the inheritance chain
Define keyword:&nbsp;downto	In a for expression, used when counting backward
Define keyword:&nbsp;elif	Used in conditional branching, a short form of else if
Define keyword:&nbsp;else	Used in conditional branching
Define keyword:&nbsp;end	1. Types and type extensions: indicates end of a section of member definitions<div>2. Verbose: used to specify the end of a clode block that starts with the begin keyword</div>
Define keyword:&nbsp;exception	Used to declare an exception type. ex. exception MyError of string
What is the syntax of creating a new exception type?	exception exception-type of argument-type
Define keyword: extern	Indicates that a declared program element is defined in another binary or assembly.&nbsp;
Define keyword: false	Boolean literal
Define keyword: finally	Used with try to introduce a block of code that will execute regardless of when an exception occurs.&nbsp;
Define keyword: for	Looping construct. ex. for...to and for...in
Define keyword: fun	Creates a lambda function
Define keyword: global	Used to put names into the .NET top-level namespace. ex.&nbsp;<div>namespace global</div><div><br /></div><div>type someType() = ...</div>
Define keyword: if	Conditional branching
Define keyword: in	1. Sequence expressions ex. for...in<div>2. Verbose: separates expressions from bindings. ex. let f x = x + 1 in f 3</div>
Define keyword: inherit	Specifies a base class or base interface in a class.&nbsp;
Define keyword: inline	Indicates a function that should be integrated directly into calling code.&nbsp;
Define keyword: interface	Declares and implements an interface
Define keyword: internal	Visibility modifier - visible inside an assembly and not outside.&nbsp;
Define keyword: lazy	Specifies a computation performed only on demand.&nbsp;
Define keyword: let	Associates (binds) a name to a value or function.&nbsp;
Define keyword: let!	1. Asynchronous workflows: binds a name to the result of another asynchronous workflow.&nbsp;<div>2. Or, in other workflows, binds the name to the result of workflows of the same type.&nbsp;</div>
Define keyword: match	Branching operator based on comparing a value to a pattern.&nbsp;
Define keyword: member	Declares a property or method on an object type.&nbsp;
Define keyword: module	Used to associate a name with a group of related types, values and functions - logically separating them from other code.&nbsp;
Define keyword: mutable	Used to declare a variable :-|
Define keyword: namespace	Used to associate a name with a group of related types and modules - logically separating them from other code.&nbsp;
Define keyword: new	1. Used to declare, define or invoke an object constructor.&nbsp;<div>2. With generic parameter constraints, used to require that a type must have a certain constructor.&nbsp;</div>
Define keyword: not	1. Not a keyword alone.&nbsp;<div>2. Used as 'not struct' to require type constraint such that the provided type is a .NET reference type.&nbsp;</div>
Define keyword: null	1. Indicates the absence of an object<div>2. Used in generic parameter constraints such that the provided type must support the null literal.&nbsp;</div>
Define keyword: of	1. Used in discriminated unions to indicate the type of categories of values. ex. Foo of int<div>2. Used in delegate and exception declarations. ex. exception MyError of string</div>
Define keyword: open	Makes the contents of the given namespace or module available without name qualification.&nbsp;
Define keyword: or	1. Boolean condition operator, equivalent to ||<div>2. Member constraint such that a provided type must have a member that has the specified signature.&nbsp;</div>
Define keyword: override	Used to implement a version of an abstract or virtual method that differs from the base version.&nbsp;
Define keyword: private	Visibility modifier that restricts access to a member to code in the same type or module.&nbsp;
Define keyword: public	Visibility modifier that makes access to a member available outside the type.&nbsp;
Define keyword: rec	Used to indicate a function is recursive.&nbsp;
Define keyword: return	Computational Expressions: used to indicate a value to provide as the result of a computation expression.&nbsp;
Define keyword: return!	Computation expressions: indicates a computation expression that, when evaluated, provides the result of the containing computation expression.&nbsp;
Define keyword: select	Used in query expressions - not actually a reserved word, it only acts like one in the appropriate context.&nbsp;
Define keyword: static	Used to indicate a method or property is not specific to any particular class instance.&nbsp;
Define keyword: struct	1. Used to declare a structure type<div>2. Generic parameter constraints.&nbsp;</div><div>3. Used for OCaml compatibility in module definitions</div>
Define keyword: then	1. Conditional expressions<div>2. Used to execute expressions with side-effects within a constructor. ex.&nbsp;</div><div>new() =&nbsp;</div><div>&nbsp; &nbsp; Person("Invalid name")</div><div>&nbsp; &nbsp; then</div><div>&nbsp; &nbsp; &nbsp; &nbsp; printfn("Invalid...")</div>
Define keyword: to	Used in for loops to indicate a range
Define keyword: true	Boolean literal
Define keyword: try	Introduces a block that might generate an exception. Used in combination with <b>with </b>or <b>finally</b>
Define keyword: type	Used to declare a class, record, structure, discriminated union, enumeration type, unit of measure or type abbreviation.&nbsp;
Define keyword: upcast	Convert to a type that is higher in the inheritance chain.&nbsp;
Define keyword: use	Replaces let value values that require Dispose be called to free resources.&nbsp;
Define keyword: use!	Replaces let! in asynchronous workflows and other computation expressions for values that require Dispose be called to free resources.&nbsp;
Define keyword: val	1. Used in a signature to indicate a value<div>2. Used in a type to declare a member in limited situations.&nbsp;</div>
Define keyword: void	Indicates the .NET void type - used for interop with other .NET languages.&nbsp;
Define keyword: when	1. Boolean conditions on pattern matches<div>2. Introduces a constraint clause for a generic type parameter</div>
Define keyword: while	Looping construct
Define keyword: with	1. Used with match keyword in pattern matching expressions<div>2. Used in object expressions</div><div>3. Used in record copying expressions</div><div>4. Used in type extensions to introduce member definitions and to introduce exception handlers.&nbsp;</div>
Define keyword: yield	In a sequence expression it produces a value.&nbsp;
Define keyword: yield!	In a computation expression, used to append the result of a given computation expression to a collection of results for the containing computation expression.&nbsp;
What are the reserved tokens in F# since they are OCaml?	asr<div>land</div><div>lor</div><div>lsl</div><div>lsr</div><div>lxor</div><div>mod</div><div>sig</div>
What are the reserved tokens for F#?	atomic<div>break</div><div>checked</div><div>component</div><div>const</div><div>constraint</div><div>continue</div><div>eager</div><div>event</div><div>external</div><div>fixed</div><div>functor</div><div>method</div><div>mixin</div><div>object</div><div>parallel</div><div>process</div><div>protected</div><div>sealed</div><div>tailcall</div><div>trait</div><div>virtual</div><div>volatile</div>
